isic_code,isic_level,section,activity_title,aml_rating,risk_score,risk_theme,risk_drivers,cdd_edd,controls,rule_id,rule_basis,notes,source_url
8561,Class,Q,Intermediation service activities for courses and tutors,Low,1,Education,Generally transparent or regulated operations; lower cash/high-value exposure.,"Simplified/Standard CDD, subject to jurisdiction/product/transaction risk",Verify identity and license/registration; validate expected activity; monitor for deviations.,BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
8569,Class,Q,Other educational support activities,Low,1,Education,Generally transparent or regulated operations; lower cash/high-value exposure.,"Simplified/Standard CDD, subject to jurisdiction/product/transaction risk",Verify identity and license/registration; validate expected activity; monitor for deviations.,BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
R,Section,R,Human health and social work activities,Low,1,Health / social work,Generally transparent or regulated operations; lower cash/high-value exposure.,"Simplified/Standard CDD, subject to jurisdiction/product/transaction risk",Verify identity and license/registration; validate expected activity; monitor for deviations.,BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
86,Division,R,Human health activities,Low,1,Health / social work,Generally transparent or regulated operations; lower cash/high-value exposure.,"Simplified/Standard CDD, subject to jurisdiction/product/transaction risk",Verify identity and license/registration; validate expected activity; monitor for deviations.,BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
861,Group,R,Hospital activities,Low,1,Health / social work,Generally transparent or regulated operations; lower cash/high-value exposure.,"Simplified/Standard CDD, subject to jurisdiction/product/transaction risk",Verify identity and license/registration; validate expected activity; monitor for deviations.,BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
8610,Class,R,Hospital activities,Low,1,Health / social work,Generally transparent or regulated operations; lower cash/high-value exposure.,"Simplified/Standard CDD, subject to jurisdiction/product/transaction risk",Verify identity and license/registration; validate expected activity; monitor for deviations.,BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
862,Group,R,Medical and dental practice activities,Low,1,Health / social work,Generally transparent or regulated operations; lower cash/high-value exposure.,"Simplified/Standard CDD, subject to jurisdiction/product/transaction risk",Verify identity and license/registration; validate expected activity; monitor for deviations.,BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
8620,Class,R,Medical and dental practice activities,Low,1,Health / social work,Generally transparent or regulated operations; lower cash/high-value exposure.,"Simplified/Standard CDD, subject to jurisdiction/product/transaction risk",Verify identity and license/registration; validate expected activity; monitor for deviations.,BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
869,Group,R,Other human health activities,Low,1,Health / social work,Generally transparent or regulated operations; lower cash/high-value exposure.,"Simplified/Standard CDD, subject to jurisdiction/product/transaction risk",Verify identity and license/registration; validate expected activity; monitor for deviations.,BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
8691,Class,R,"Intermediation service activities for medical, dental, and other human health services",Low,1,Health / social work,Generally transparent or regulated operations; lower cash/high-value exposure.,"Simplified/Standard CDD, subject to jurisdiction/product/transaction risk",Verify identity and license/registration; validate expected activity; monitor for deviations.,BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
8699,Class,R,Other human health activities n.e.c,Low,1,Health / social work,Generally transparent or regulated operations; lower cash/high-value exposure.,"Simplified/Standard CDD, subject to jurisdiction/product/transaction risk",Verify identity and license/registration; validate expected activity; monitor for deviations.,BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
87,Division,R,Residential care activities,Low,1,Health / social work,Generally transparent or regulated operations; lower cash/high-value exposure.,"Simplified/Standard CDD, subject to jurisdiction/product/transaction risk",Verify identity and license/registration; validate expected activity; monitor for deviations.,BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
871,Group,R,Residential nursing care activities,Low,1,"Low-risk public, education, or healthcare service",Generally transparent or regulated operations; lower cash/high-value exposure.,"Simplified/Standard CDD, subject to jurisdiction/product/transaction risk",Verify identity and license/registration; validate expected activity; monitor for deviations.,LOW01,\b(elementary and secondary schools|colleges|universities|educational services|health care|hospitals|physicians|dentists|nursing care|public administration|administration of public health|courts|fire protection|police protection|libraries|museums)\b,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
8710,Class,R,Residential nursing care activities,Low,1,"Low-risk public, education, or healthcare service",Generally transparent or regulated operations; lower cash/high-value exposure.,"Simplified/Standard CDD, subject to jurisdiction/product/transaction risk",Verify identity and license/registration; validate expected activity; monitor for deviations.,LOW01,\b(elementary and secondary schools|colleges|universities|educational services|health care|hospitals|physicians|dentists|nursing care|public administration|administration of public health|courts|fire protection|police protection|libraries|museums)\b,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
872,Group,R,Residential care activities for persons living with or having a diagnosis of a mental illness or substance abuse,Low,1,Health / social work,Generally transparent or regulated operations; lower cash/high-value exposure.,"Simplified/Standard CDD, subject to jurisdiction/product/transaction risk",Verify identity and license/registration; validate expected activity; monitor for deviations.,BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
8720,Class,R,Residential care activities for persons living with or having a diagnosis of a mental illness or substance abuse,Low,1,Health / social work,Generally transparent or regulated operations; lower cash/high-value exposure.,"Simplified/Standard CDD, subject to jurisdiction/product/transaction risk",Verify identity and license/registration; validate expected activity; monitor for deviations.,BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
873,Group,R,Residential care activities for older persons or persons with physical disabilities,Low,1,Health / social work,Generally transparent or regulated operations; lower cash/high-value exposure.,"Simplified/Standard CDD, subject to jurisdiction/product/transaction risk",Verify identity and license/registration; validate expected activity; monitor for deviations.,BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
8730,Class,R,Residential care activities for older persons or persons with physical disabilities,Low,1,Health / social work,Generally transparent or regulated operations; lower cash/high-value exposure.,"Simplified/Standard CDD, subject to jurisdiction/product/transaction risk",Verify identity and license/registration; validate expected activity; monitor for deviations.,BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
879,Group,R,Other residential care activities,Low,1,Health / social work,Generally transparent or regulated operations; lower cash/high-value exposure.,"Simplified/Standard CDD, subject to jurisdiction/product/transaction risk",Verify identity and license/registration; validate expected activity; monitor for deviations.,BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
8791,Class,R,Intermediation service activities for residential care activities,Low,1,Health / social work,Generally transparent or regulated operations; lower cash/high-value exposure.,"Simplified/Standard CDD, subject to jurisdiction/product/transaction risk",Verify identity and license/registration; validate expected activity; monitor for deviations.,BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
8799,Class,R,Other residential care activities n.e.c.,Low,1,Health / social work,Generally transparent or regulated operations; lower cash/high-value exposure.,"Simplified/Standard CDD, subject to jurisdiction/product/transaction risk",Verify identity and license/registration; validate expected activity; monitor for deviations.,BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
88,Division,R,Social work activities without accommodation,Medium,2,Cash-intensive retail / hospitality / services,"Cash handling, commingling of funds, and high-frequency low-value transactions.",Standard CDD plus targeted enhanced checks,"Validate expected cash profile, POS/bank statement reasonableness, source of funds, and transaction monitoring thresholds.",MH02,\b(restaurant|bar|drinking place|food service|caterer|hotel|motel|accommodation|laundry|drycleaning|beauty salon|barber|nail salon|car wash|parking lot|taxi|limousine|vending machine|gasoline station|convenience store|tobacco|liquor store|beer|wine|night club|nightclub)\b,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
881,Group,R,Social work activities without accommodation for older persons or persons with disabilities,Medium,2,Cash-intensive retail / hospitality / services,"Cash handling, commingling of funds, and high-frequency low-value transactions.",Standard CDD plus targeted enhanced checks,"Validate expected cash profile, POS/bank statement reasonableness, source of funds, and transaction monitoring thresholds.",MH02,\b(restaurant|bar|drinking place|food service|caterer|hotel|motel|accommodation|laundry|drycleaning|beauty salon|barber|nail salon|car wash|parking lot|taxi|limousine|vending machine|gasoline station|convenience store|tobacco|liquor store|beer|wine|night club|nightclub)\b,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
8810,Class,R,Social work activities without accommodation for older persons or persons with disabilities,Medium,2,Cash-intensive retail / hospitality / services,"Cash handling, commingling of funds, and high-frequency low-value transactions.",Standard CDD plus targeted enhanced checks,"Validate expected cash profile, POS/bank statement reasonableness, source of funds, and transaction monitoring thresholds.",MH02,\b(restaurant|bar|drinking place|food service|caterer|hotel|motel|accommodation|laundry|drycleaning|beauty salon|barber|nail salon|car wash|parking lot|taxi|limousine|vending machine|gasoline station|convenience store|tobacco|liquor store|beer|wine|night club|nightclub)\b,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
889,Group,R,Other social work activities without accommodation,Medium,2,Cash-intensive retail / hospitality / services,"Cash handling, commingling of funds, and high-frequency low-value transactions.",Standard CDD plus targeted enhanced checks,"Validate expected cash profile, POS/bank statement reasonableness, source of funds, and transaction monitoring thresholds.",MH02,\b(restaurant|bar|drinking place|food service|caterer|hotel|motel|accommodation|laundry|drycleaning|beauty salon|barber|nail salon|car wash|parking lot|taxi|limousine|vending machine|gasoline station|convenience store|tobacco|liquor store|beer|wine|night club|nightclub)\b,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
8890,Class,R,Other social work activities without accommodation,Medium,2,Cash-intensive retail / hospitality / services,"Cash handling, commingling of funds, and high-frequency low-value transactions.",Standard CDD plus targeted enhanced checks,"Validate expected cash profile, POS/bank statement reasonableness, source of funds, and transaction monitoring thresholds.",MH02,\b(restaurant|bar|drinking place|food service|caterer|hotel|motel|accommodation|laundry|drycleaning|beauty salon|barber|nail salon|car wash|parking lot|taxi|limousine|vending machine|gasoline station|convenience store|tobacco|liquor store|beer|wine|night club|nightclub)\b,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
S,Section,S,"Arts, sports and recreation",Medium,2,Arts / sports / recreation,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
90,Division,S,Arts creation and performing arts activities,Medium,2,Arts / sports / recreation,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
901,Group,S,Arts creation activities,Medium,2,Arts / sports / recreation,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
9011,Class,S,Literary creation and musical composition activities,Medium,2,Arts / sports / recreation,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
9012,Class,S,Visual arts creation activities,Medium,2,Arts / sports / recreation,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
9013,Class,S,Other arts creation activities,Medium,2,Arts / sports / recreation,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
902,Group,S,Activities of performing arts,Medium,2,Arts / sports / recreation,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
9020,Class,S,Activities of performing arts,Medium,2,Arts / sports / recreation,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
903,Group,S,Support activities to arts creation and performing arts,Medium,2,Arts / sports / recreation,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
9031,Class,S,Operation of arts facilities and sites,Medium,2,Arts / sports / recreation,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
9039,Class,S,Other support activities to arts creation and performing arts,Medium,2,Arts / sports / recreation,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
91,Division,S,"Library, archives, museum and other cultural activities",Medium,2,Arts / sports / recreation,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
911,Group,S,Library and archive activities,Medium,2,Arts / sports / recreation,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
9111,Class,S,Library activities,Medium,2,Arts / sports / recreation,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
9112,Class,S,Archive activities,Medium,2,Arts / sports / recreation,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
912,Group,S,"Museum, collection, historical site and monument activities",Medium,2,Arts / sports / recreation,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
9121,Class,S,Museum and collection activities,Medium,2,Arts / sports / recreation,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
9122,Class,S,Historical site and monument activities,Medium,2,Arts / sports / recreation,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
913,Group,S,"Conservation, restoration and other support activities for cultural heritage",Medium,2,Arts / sports / recreation,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
9130,Class,S,"Conservation, restoration and other support activities for cultural heritage",Medium,2,Arts / sports / recreation,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
914,Group,S,Botanical and zoological garden and nature reserve activities,Medium,2,Arts / sports / recreation,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
9141,Class,S,Botanical and zoological garden activities,Medium,2,Arts / sports / recreation,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
9142,Class,S,Nature reserve activities,Medium,2,Arts / sports / recreation,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
92,Division,S,Gambling and betting activities,High,3,Gambling / betting / casino,Cash-intensive and high velocity funds movement; established global ML typologies for gambling and betting.,EDD plus senior management approval / restricted appetite review,"EDD, gaming license verification, source of funds/wealth, senior approval, cash controls, and enhanced transaction monitoring.",VH01,\b(casino|gambling|betting|bookmaking|lottery|gaming machine|other gambling)\b,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
920,Group,S,Gambling and betting activities,High,3,Gambling / betting / casino,Cash-intensive and high velocity funds movement; established global ML typologies for gambling and betting.,EDD plus senior management approval / restricted appetite review,"EDD, gaming license verification, source of funds/wealth, senior approval, cash controls, and enhanced transaction monitoring.",VH01,\b(casino|gambling|betting|bookmaking|lottery|gaming machine|other gambling)\b,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
9200,Class,S,Gambling and betting activities,High,3,Gambling / betting / casino,Cash-intensive and high velocity funds movement; established global ML typologies for gambling and betting.,EDD plus senior management approval / restricted appetite review,"EDD, gaming license verification, source of funds/wealth, senior approval, cash controls, and enhanced transaction monitoring.",VH01,\b(casino|gambling|betting|bookmaking|lottery|gaming machine|other gambling)\b,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
93,Division,S,Sports activities and amusement and recreation activities,Medium,2,Arts / sports / recreation,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
931,Group,S,Sports activities,Medium,2,Arts / sports / recreation,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
9311,Class,S,Operation of sports facilities,Medium,2,Arts / sports / recreation,"Commercial activity with ordinary customer, payment, or supply-chain exposure.",Standard CDD,"Verify license; capture expected volumes, counterparties, countries, and transaction channels.",BASE,Base sector/section rating,"Inherent industry risk only. Final customer risk must be adjusted for customer type, ownership/control, geography, products, delivery channel, expected activity and actual transaction behavior.",https://unstats.un.org/unsd/classifications/Econ/Download/In%20Text/ISIC_Rev_5_english_structure.csv
