rakez_code,activity_name,description,licence_type,activity_group,isic_code,isic_title,isic_level,aml_rating,risk_score,risk_theme,cdd_edd,matched_rules,prohibited,zone,source,mapping_basis
924143,Squash Training,"Includes sports clubs dedicated to squash training through applying the latest theoretical and practical techniques to optimizing sporting performance and qualify sportsmen for regional and international sport excellence, these firms should set up the facilities that enable conducting the training. Educational Training Instititute /",Educational,consultancy,92,Gambling and betting activities,Division,High,3,Gambling / betting / casino,Enhanced Due Diligence (EDD),,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 924143 → ISIC 92 (Division)
261006,Stained Glass Forming,"Includes manufacturing glass sheets by cutting stained glass to small pieces, fit them tightly together, by lead or any other mastic material, to form pictorial or decorative designs and then fix these sheets on frames made of wood, aluminum profile or any other metal profiles or lixon, this activity also includes any other industry related to stained glass forming.",Industrial,Glass industries,261,Manufacture of electronic components and boards,Group,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 261006 → ISIC 261 (Group)
369902,Stamps Manufacturing,"Includes manufacturing rubber, wood, steel stamps which are used primarily to authenticate documents and products.",Industrial,Stationary manufacturing,36,"Water collection, treatment and supply",Division,Medium,2,Water / waste / remediation,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 369902 → ISIC 36 (Division)
369910,Stationery Manufacturing,"Includes manufacturing rulers, pencil sharpeners, rubbers and paper punching and wrapping tools which are operated manually or electrically.",Industrial,Stationary manufacturing,36,"Water collection, treatment and supply",Division,Medium,2,Water / waste / remediation,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 369910 → ISIC 36 (Division)
513904,Stationery Trading,"Includes reselling stationery, such as copying and writing paper, notebooks, record books, various types of pens and pencils, rulers, sharpeners, paper perforators, paper clipping requisites, ready stamps, typewriters ribbons and other stationery materials, also, drawing requisites including geometrical drawing pencils, decorative pens, rulers, triangular rulers, colors, color pencils, ink, drawing paper and others.",Commercial,Stationary and books trading,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 513904 → ISIC 51 (Division)
RAKEZ /2017/41,Statistical Analysis Professional Individual Works,,Individual / Professional,Engineering & Science,N,"Professional, scientific and technical activities",Section,Medium,2,Professional / technical services,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,Activity name title match → ISIC N
271003,Steel & Alloy Products Cutting,"Includes cutting carbon steel and alloy products to produce steel plates, structural beams, columns, angles, seamless and welded pipes.",Industrial,Casting of steel and iron,2710,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",Class,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 271003 → ISIC 2710 (Class)
514202,Steel and Basic Steel Products Trading,"Includes reselling of semi-formed made blocks, partitions, panels, rods, or ingots for various uses.",Commercial,Metals & its products trading,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 514202 → ISIC 51 (Division)
271002,Steel Bars Manufacturing,"Includes manufacturing steel bars for structural reinforcement, or in industries engaged in fabricating various metallic products, such bars which are produced by means of remelting ingots and iron residues and scraps",Industrial,Casting of steel and iron,2710,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",Class,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 271002 → ISIC 2710 (Class)
289935,Steel Cable Reels Manufacturing,Includes manufacturing of steel cables to use in packing cable and wire.,Industrial,Other metal indusries,28,Manufacture of machinery and equipment n.e.c.,Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 289935 → ISIC 28 (Division)
289918,Steel Fabrication & Welding Workshop,"Includes the workshops involved in the fabrication of a variety of metal products by cutting, bending, and assembling processes, including metal frameworks or skeletons for construction, industrial frameworks in metal…etc.",Industrial,Steel workshop,28,Manufacture of machinery and equipment n.e.c.,Division,Medium,2,Manufacturing,Standard CDD + monitoring,MH05,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 289918 → ISIC 28 (Division)
281102,Steel Hangars & Sheds Manufacturing,"Includes manufacturing of prefabricated buildings and steel structures used as factories, warehouses, airplanes hangars, sheds and other buildings and constructions. It also includes other related operations and materials transportation to work sites.",Industrial,Structural steel manufacturing,2811,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",Class,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 281102 → ISIC 2811 (Class)
273101,Steel Pipes & Fittings Manufacturing,"Includes cutting, forming and welding iron panels to manufacture steel pipes used in constructions and laying pipelines, the same is for the connectors and fittings.",Industrial,Pipes and wires manufacturing,2731,Manufacture of fibre optic cables,Class,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 273101 → ISIC 2731 (Class)
273104,Steel Tubes & Fittings Manufacturing,"Includes manufacturing steel and galvanized tubes, such as welded and extruded steel tubes, high pressure cast iron tubes and others, as well as connectors, knobs, angles and others.",Industrial,Pipes and wires manufacturing,2731,Manufacture of fibre optic cables,Class,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 273104 → ISIC 2731 (Class)
289920,Steel Wool Manufacturing,"Includes manufacturing Steel wool by broaching low-carbon steel for using as an abrasive in finishing and repair work for polishing wood or metal objects, cleaning household cookware.",Industrial,Other metal indusries,28,Manufacture of machinery and equipment n.e.c.,Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 289920 → ISIC 28 (Division)
513121,Sticks & Umbrellas Trading,"Includes reselling sun-umbrellas, walking sticks, seat-sticks",Commercial,Ready made garments qroup,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 513121 → ISIC 51 (Division)
100070,Still Photography Still Photography,Media Production Support Services ة production and Recordings,Media,Music and Entertainment,10,Manufacture of food products,Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 100070 → ISIC 10 (Division)
742137,Structural Quantity Surveying Consultancy,"Includes firms which undertake surveying structural quantities in terms of sizes and prices, upon the basis of designs and structural specifications set for the construction of projects.",Service,Consultancy -B- Engineering,742,Photographic activities,Group,Medium,2,Professional / technical services,Standard CDD + monitoring,MH05,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 742137 → ISIC 742 (Group)
289202,Structural Steel Coating & Treatment,"Includes firms which carry out coating of structural steel used in the support of concrete buildings with anti-erosion and rust-proof materials as protective means against effects of salts, humidity, chemical pollutants and others. This also includes pre-coating treatment of any holes or cracks in steel rods, or cutting and plying of rods according to the required specifications in order to form grids or support column molds, or to install the steel structures on site.",Industrial,"Coating, insulations, seals & protection materials manufactu",28,Manufacture of machinery and equipment n.e.c.,Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 289202 → ISIC 28 (Division)
281101,Structural Steel Manufacturing,"Includes manufacturing steel structures for building and construction purposes such as structural steel used in constructing bridges, tunnels and communication and energy transfer towers.",Industrial,Structural steel manufacturing,2811,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",Class,Medium,2,Manufacturing,Standard CDD + monitoring,MH05,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 281101 → ISIC 2811 (Class)
515949,Structural Wire Rope Systems Trading,"Includes reselling wire rope systems used in a variety of different structural and decorative applications, such as bridge suspensions, structural bracing, balustrades, banners, mast rigging, awning and fixture hangings.",Industrial,Mechanical & engineering equipment trading,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 515949 → ISIC 51 (Division)
1543-01,Sugar Candies Manufacturing,"Includes manufacturing candies from a solution of sugar in water or milk, then flavorings and colorants are added",Industrial,Bread manufacturing,15,Manufacture of leather and related products,Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 1543-01 → ISIC 15 (Division)
1542-02,Sugar Cubes Manufacturing,Includes preparing sugar cubes by wetting granulated sugar and pressing cubed moulds and the drying and packing.,Industrial,Food industries,15,Manufacture of leather and related products,Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 1542-02 → ISIC 15 (Division)
1542-03,Sugar Packaging,"Includes packaging refined sugar in consumer packs and set for final consumption, it can be granulated, in cubes, or powdered, it should not involve any form of processing prior to packaging.",Industrial,Foodstuff mills and packaging,15,Manufacture of leather and related products,Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 1542-03 → ISIC 15 (Division)
5122-11,Sugar Trading,"Includes reselling sugar, whether in bulk or consumer packs, in small packs or in small cubes.",Commercial,Floor mills,512,Freight air transport,Group,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 5122-11 → ISIC 512 (Group)
513945,Suitcases & Travel Requisites Trading,"Includes reselling of various travelling leather, metal, plastic or textile and fabrics suitcases and bags,as well as luggage wrapping and transporting and any other item used only for travelling.",Commercial,Ready made garments qroup,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 513945 → ISIC 51 (Division)
191201,Suitcases Manufacturing,"Includes the manufacture of suitcases from genuine leather and its substitutes, and other suitcases partly manufactured from leather, and suitcases manufactured totally from substitute materials such as plastic, aluminum, or woven fabrics.",Industrial,"Manufacturing of bags, shoes and leather products",191,Manufacture of coke oven products,Group,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 191201 → ISIC 191 (Group)
513961,Sunglasses Trading,Includes reselling darken lenses glasses used to prevent sunlight and high energy lights from damaging or discomforting the eyes.,Commercial,Medical eye glasses trading & eyes testing services,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 513961 → ISIC 51 (Division)
5211-02,Supermarket,"Includes commercial complexes involved in marketing consumer fresh, preserved and canned foodstuff, household utensils and tools, detergents and other consumer goods for personal use.",Commercial,Supermarket,521,Warehousing and storage,Group,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 5211-02 → ISIC 521 (Group)
369301,Surfboards Manufacturing,"Includes manufacturing surfboardsusing polyurethane or polystyrene foam and covered with layers of fiberglass, cloth and polyester in order to make light and strong enough to support wave riders.",Industrial,Ship building and repairing,36,"Water collection, treatment and supply",Division,High,3,Water / waste / remediation,Enhanced Due Diligence (EDD),H07,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 369301 → ISIC 36 (Division)
749911,Surveying & Evaluating,"Includes firms specialized in examining, and estimating immovables such as lands and buildings and movable such as goods, machines, equipment and furniture, for the various purposes like holding public auction sales, be it upon the disputant parties’ desire or an assign by court, arbitration committee or any other administrative body.",Service,"Consultancy -D- management, information and marketing",7499,"All other professional, scientific and technical activities n.e.c.",Class,High,3,Professional / technical services,Enhanced Due Diligence (EDD),H06,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 749911 → ISIC 7499 (Class)
742105,Surveying Engineering Consultancy,"Includes executing all types of engineering projects i.e. roads, bridges and drainage... etc., detail survey for engineering, planning and replanning purposes, demarcation of services lines, water lines, electric power lines, drainage, qibla direction demarcation, leveling for producing contour maps, grading and gate level, checking and verification of as built surveys.p",Service,Other engineering services,742,Photographic activities,Group,Medium,2,Professional / technical services,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 742105 → ISIC 742 (Group)
5520-10,Sweets & Candies Preparing,"Includes shops engaged in preparing and selling oriental and European sweets, tea, soft drinks, cakes and candies directly to the public for immediate consumption.",Commercial,Restaurants and coffee shops,5520,Other short term accommodation activities,Class,Medium,2,Accommodation / food services,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 5520-10 → ISIC 5520 (Class)
514316,Swimming Pools Trading,"Includes reselling pools made from concrete, metal, plastic and fiberglass, and is intended for swimming or water based recreations or lifeguard training, including Olympic-size pools, and pools installed in public and private places, hotels, sport and health clubs, also other accessories and water pumps and drainers and electric fittings.",Commercial,Building materials trading,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 514316 → ISIC 51 (Division)
251902,Synthetic Sponge Manufacturing,"Includes manufacturing synthetic sponge from its primary chemical substances, and set in pieces, cubes or panels useable producing mattresses, furniture, or in wrapping and packaging etc.",Industrial,Manufacture of tyres and rubber products,251,"Manufacture of structural metal products, tanks, reservoirs and steam generators",Group,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 251902 → ISIC 251 (Group)
100047,System Integration (Satellite / IP Streaming),System Integration (Satellite / IP Streaming),Media,Broadcast Service Providers,10,Manufacture of food products,Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 100047 → ISIC 10 (Division)
369913,Tailoring & Embroidery Requisites Manufacturing,"Includes manufacturing requisites and accessories used in tailoring and embroidering such as buttons, threads and badges, emblems and marks to decorate garments and official uniforms or to use also in upholstering and curtain finishing.",Industrial,Personal requisities manufacturing,36,"Water collection, treatment and supply",Division,Medium,2,Water / waste / remediation,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 369913 → ISIC 36 (Division)
100052,Talent Management Talent,Management Media Film Support Services Productions,Media,Production (Film/ TV and Radio),10,Manufacture of food products,Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 100052 → ISIC 10 (Division)
809003,Talented Children Development Center,"Includes specialized centers which provide quality care for children from early age to promote their intellectual abilities and to care about them physically, educationally and socially, to refine and instigate their talents of discovery, practice, playing, imitation, inquiry and thinking by inducing their brains, senses and physical activity. In addition to deal with gifted children and those who show distinguished educational performance and innovative thinking. Educational Training Instititute /",Educational,consultancy,80,Investigation and security activities,Division,Medium,2,Security / investigation / private protection,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 809003 → ISIC 80 (Division)
342004,Tanker Manufacturing,"Includes manufacturingmobile reservoirs, tanks and similar containers of metal to transport water and petroleum products and which are designed to deal with a heavy sloshing load and the risk of collision or other accident.",Industrial,"Manufacture of motor vehicles, motorcycles & its spare parts",C,Manufacturing,Section,High,3,Manufacturing,Enhanced Due Diligence (EDD),H08,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,Activity name title match → ISIC C
514317,Tanks & Silos Trading,"Includes reselling storage tanks and reservoirs made of metal, plastic or reinforced fibres fixed in residential, commercial or industrial facilities fore water, petroleum products, chemicals or other liquids, also, grain, seed silos, truck mounted tanks are classified under No. 503005.",Commercial,Building materials trading,51,Air transport,Division,High,3,Transportation / storage,Enhanced Due Diligence (EDD),H08,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 514317 → ISIC 51 (Division)
512122,Tanned Leathers Trading,Includes reselling of tanned and processed animal leather to render for industrial or any other use.,Commercial,leather trading,512,Freight air transport,Group,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 512122 → ISIC 512 (Group)
514105,Tar & Asphalt Trading,Includes reselling tar and asphalt derived from petroleum distillation for using in road paving and water and humidity proofing in buildings.,Commercial,Fuel and petroleum products trading,51,Air transport,Division,High,3,Transportation / storage,Enhanced Due Diligence (EDD),H08,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 514105 → ISIC 51 (Division)
232004,Tar Manufacturing,"Includes producing tar from coal, wood, petroleum or beat through destructive distillation to use in road paving and water and humidity proofing in buildings.",Industrial,Manufacture of petroleum products,23,Manufacture of other non-metallic mineral products,Division,High,3,Manufacturing,Enhanced Due Diligence (EDD),H08,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 232004 → ISIC 23 (Division)
1549-03,Tea Blending & Packaging,Includes blending different types of tea to produce specially flavored brands and then pack for final consumption.,Industrial,Foodstuff mills and packaging,15,Manufacture of leather and related products,Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 1549-03 → ISIC 15 (Division)
5122-12,Tea Trading,"Includes reselling tea, whether in bulk or consumer packs.",Commercial,Roastry,512,Freight air transport,Group,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 5122-12 → ISIC 512 (Group)
809063,Technical and Occupational Skills Training,"Includes institutions primarily engaged in offering technical training in a variety of job-specific subjects and trades, the training often leads to job-specific certification. Educational Training Instititute /",Educational,consultancy,80,Investigation and security activities,Division,Medium,2,Security / investigation / private protection,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 809063 → ISIC 80 (Division)
741409,Technical Installations Consultancies,"Includes offering technical consultancy services related to electronic installations, audio-visual systems, TV and radio production and lighting techniques to studios, theatres, conference rooms and educational laboratories. It involves determining the proper equipment, their descriptions, assessing their purchasing bids and the supervision over the technical execution.",Service,"Consultancy -D- management, information and marketing",741,Specialized design activities,Group,Medium,2,Professional / technical services,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 741409 → ISIC 741 (Group)
731005,Technological Aspects of Aircrafts Development,Includes providing experimental development directed primarily towards substantially improvingthe aircrafts systems in order to promote safety and preserve fuel and resources.,Service,"Consultancy -D- management, information and marketing",7310,Advertising activities,Class,Medium,2,Professional / technical services,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 731005 → ISIC 7310 (Class)
322002,Telecommunications Equipment & Accessories Assembling,"Includes assembling the parts and components to produce the equipment and hardware used for the purposes of the transmission of voice, data, text, sound, and video using a wired or wireless telecommunications infrastructure.",Industrial,Appliances and machinery manufacturing,3220,Manufacture of musical instruments,Class,Medium,2,Manufacturing,Standard CDD + monitoring,MH06,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 322002 → ISIC 3220 (Class)
322001,Telecommunications Equipment & Accessories Manufacturing,"Includes manufacturing the equipment and hardware used for the purposes of the transmission of voice, data, text, sound, and video using a wired or wireless telecommunications infrastructure.",Industrial,Appliances and machinery manufacturing,3220,Manufacture of musical instruments,Class,Medium,2,Manufacturing,Standard CDD + monitoring,MH06,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 322001 → ISIC 3220 (Class)
515211,Telecommunications Equipment Trading,"Includes reselling of equipment and systems used in operating fixed and mobile telecommunication networks, including exchanges, central switch boards, and mini switch boards located in commercial complexes, intercom systems, optic fibre and copper made inter connecting networks, microphones and internal paging systems. Telephone equipment are classified under 5134.",Commercial,Mechanical & engineering equipment trading,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,MH06,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 515211 → ISIC 51 (Division)
6420-01,Telecommunications Services,"Includes firms which provide services of sound, image, data and information transmission by means of telecommunications, radio broadcasting, re-transmission stations or satellites. This includes telephone, telex, fax and other communication means. Service Broadcasting and communications 9312018 Tennis Club Tennis Club",Service,Sport Club,642,Activities of holding companies and financing conduits,Group,High,3,Financial / insurance,Enhanced Due Diligence (EDD),MH06,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 6420-01 → ISIC 642 (Group)
313003,Telecommunications Wires Manufacturing,"Includes manufacturing metal and fiberglass wires used to carry telecommunication signals and data, such wires are used in telephony, TV and video, computer network and the internet, marine cables.",Industrial,Pipes and wires manufacturing,31,Manufacture of furniture,Division,Medium,2,Manufacturing,Standard CDD + monitoring,MH06,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 313003 → ISIC 31 (Division)
515206,Telephones & Telecommunications Equipment Trading,Includes reselling telephone sets and intercommunication equipment (intercom) and other telecommunication devices including fax and telex machines and internal switch boards.,Commercial,Electronics group,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,MH06,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 515206 → ISIC 51 (Division)
924123,Tennis Training Services,"Includes sports institutions dedicated to tennis training through applying the latest theoretical and practical techniques to optimizing sporting performance and qualify players for regional and international sport excellence, the process involves emphasizing the physical, skills improving, knowledge and psychological aspects, these firms should set up the facilities that enable conducting the training. Educational Training Instititute /",Educational,consultancy,92,Gambling and betting activities,Division,High,3,Gambling / betting / casino,Enhanced Due Diligence (EDD),,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 924123 → ISIC 92 (Division)
172101,"Tents, Awnings & Tarpaulin Manufacturing","Includes making tents and awnings to use as shade from the sun in or protecting from rain in shops and buildings, also, covers and tarpaulin used to cover goods stored in open air or transported in vehicles.",Industrial,Textiles & products manufacturing,17,Manufacture of paper and paper products,Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 172101 → ISIC 17 (Division)
513122,"Tents, Awnings& Tarpaulins Trading","Includes reselling tents and awnings for protecting used shops and building of sun and rain, also, covers and tarpaulin used to cover goods stored in open air, or to cover goods transported in vehicles, as well as fabrics and threads for mechanical or manual tailoring of these items.",Commercial,tents & tarpaulin trading,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 513122 → ISIC 51 (Division)
2429-08,Test & Analysis Chemicals Manufacturing,"Includes producing solutions, serums and chemicals intended for medical, agricultural, petroleum and engineering testing and analyzing, whether inside specialized lab or on site.",Industrial,Manufacturing of chemicals,242,Manufacture of basic precious and other non-ferrous metals,Group,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 2429-08 → ISIC 242 (Group)
809038,Testing Center It is a center that conducts actual tests and or,"examinations for applicants in specific subject area; usually in association with a global or regional test development body such as such as TOEFL, IELTS, ICDL, GRE, GMAT , SAT , Cambridge certifications. Educational Training Instititute /",Educational,consultancy,80,Investigation and security activities,Division,Medium,2,Security / investigation / private protection,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 809038 → ISIC 80 (Division)
513101,Textile Trading,Includes reselling of textiles and fabrics used for sewing and fashion wear or making readymade garments.,Commercial,Ready made garments qroup,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 513101 → ISIC 51 (Division)
100060,Themed Amusement Park,Themed Amusement Park,Media,Production Support Services,10,Manufacture of food products,Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 100060 → ISIC 10 (Division)
513123,Threads & Yarns Trading,"Includes reselling all kinds of threads for tailoring and embroidering garments, curtains, drapery and upholstery, also, includes cotton and wool yarns used in weaving and spinning industries.",Commercial,Ready made garments qroup,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 513123 → ISIC 51 (Division)
5510-03,Three Star Hotel,"Includes hotels which, in addition to the standard two stars hotel, offer spacious accommodations, access to a fitness center and swimming pools. On-site restaurants typically serve breakfast, lunch and dinner.",Service,Tourism Activites,5510,Hotels and similar accommodation activities,Class,Medium,2,Accommodation / food services,Standard CDD + monitoring,MH02,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 5510-03 → ISIC 5510 (Class)
514306,Tiles & Flooring Materials Trading,"Includes reselling different kinds of tiles, mosaic, ceramic, cement and interlock tiles, marble tiles, granite and basalt tiles, also, flooring materials made of rubber, plastic, wood or fibres to cover buildings and vehicles floors.",Commercial,Building materials trading,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 514306 → ISIC 51 (Division)
514328,Timber Trading,"Includes reselling timber prior to cutting into boards, bars or blocks to use in construction or in industry.",Commercial,Building materials trading,51,Air transport,Division,Medium,2,Transportation / storage,Standard CDD + monitoring,MH05,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 514328 → ISIC 51 (Division)
289904,Tin Cans & Containers Manufacturing,"Includes manufacturing cans and containers made of tin, aluminum, copper or any other metal.",Industrial,Other metal indusries,28,Manufacture of machinery and equipment n.e.c.,Division,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 289904 → ISIC 28 (Division)
210903,Tissues & Napkins Manufacturing,"Includes the manufacture of tissue paper of all kinds such as facial tissue, kitchen towels, and toilet paper.",Industrial,Manufacturing of paper and paper products,210,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",Group,Medium,2,Manufacturing,Standard CDD + monitoring,,false,freezone,RAKEZ FZ list + ISIC Rev.5 AML mapping + rule library,RAKEZ code 210903 → ISIC 210 (Group)
